	entrance_site	vehicle_class	lambda	intercept	alpha	chisquare	pvalue
110	B2	3H	5.023115079365079	1.6140502749902528	0.319063090690148	8053245.872109218	0.0
111	B2	3L	2.3058150183150183	0.8354342010811454	1.1350961137168092e-05	0.3697461185608999	0.9999917480818028
112	B2	4H	3.1128434065934063	1.1355365799609454	2.886282790792989e-05	0.2006358901601118	0.999999435386583
113	B2	4L	2.490118215118215	0.9123301844359034	8.588234438243115e-06	0.527554162245571	0.9999616881977746
114	B2	5H	2.76134768009768	1.015718850444807	8.42812735328838e-06	0.45395861040256946	0.9999799235101059
115	B2	6H	1.8387096774193548	0.6090640633492662	9.007436403515661e-05	1.1212202230773438	0.9991035479348972
116	B2	7H	1.1428571428571428	0.1335313926245225	1.48057746896289e-05	1.11380734769968	0.9991273125970181
117	B3	2H	43.07276855390986	3.7628910083509277	0.0002028824984296042	0.10559041337495366	0.9999999673357618
118	B3	2L	1436.7855029585796	7.270163607692534	0.08555224083533199	1.1726395413941642e+176	0.0
119	B3	3H	28.521851692768877	3.3506708048226868	0.001477031656405913	0.09592947053916623	0.999999978705839
120	B3	3L	6.86975002057626	1.9271277184649962	0.0480347672267478	0.4025503482334323	0.9999880633258027
121	B3	4H	30.175492214548356	3.407030062599019	1.578506655053589e-06	0.02799003337263902	0.999999999914286
122	B3	4L	8.935803570251931	2.190065499537361	2.028958480160671e-06	0.17841539300979414	0.9999996640341688
123	B3	5H	235.40554831734596	5.461309764210146	0.016355203615313046	65606886.52180374	0.0
124	B3	6H	18.774684343434345	2.93250950567173	1.357155975884186e-06	0.0692870653563848	0.9999999950210355
125	B3	7H	16.377785409035408	2.795925559756482	1.3736092139517679e-06	0.07228220516924856	0.9999999939839153
